filename,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023,paperId,citation
ICLR_2017_83_content.json,2017,Machine Comprehension Using Match-LSTM and Answer Pointer,24.0,21.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,7.0,6.0,6.0,6.33,good,ICLR_2017_83_paper.json,1.0,0.0,1.0,1.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,29.0,0.0,2.0,15.0,12.0,4.0,37.0,1.0,11.0,0.0,13.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,5.0,38.0,149.0,0.0,115.0,113.0,84.0,75.0,59.0,10.0,ff1861b71eaedba46cb679bbe2c585dbe18f9b19,115.0
ICLR_2017_66_content.json,2017,Optimal Binary Autoencoding with Pairwise Correlations,40.0,10.0,6.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,Accept (Poster),Accepted,7.0,7.0,6.0,6.67,good,ICLR_2017_66_paper.json,0.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,24.0,0.0,4.0,19.0,12.0,0.0,55.0,1.0,7.0,2.0,11.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,68.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6a65cd0e80a7b96fd861186f73fc04fc975213e0,0.0
ICLR_2017_4_content.json,2017,Learning End-to-End Goal-Oriented Dialog,34.0,19.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Accept (Oral),Accepted,7.0,8.0,8.0,7.67,good,ICLR_2017_4_paper.json,1.0,0.0,8.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,28.0,0.0,3.0,27.0,7.0,0.0,33.0,1.0,14.0,4.0,8.0,2.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,75.0,185.0,1.0,162.0,162.0,140.0,84.0,71.0,17.0,f81be44000814e7bcb12ae04b4e2d9c01b6515b3,162.0
ICLR_2017_59_content.json,2017,Generalizing Skills with Semi-Supervised Reinforcement Learning,36.0,18.0,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Accept (Poster),Accepted,6.0,7.0,8.0,7.0,good,ICLR_2017_59_paper.json,3.0,0.0,6.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,24.0,2.0,2.0,30.0,17.0,0.0,36.0,1.0,15.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,5.0,27.0,154.0,1.0,1.0,4.0,43.0,84.0,115.0,56.0,48d5588afd24c7a12ae54d6ef13008ee3b7a0e8c,1.0
ICLR_2017_130_content.json,2017,Combining policy gradient and Q-learning,45.0,13.0,8.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,Accept (Poster),Accepted,9.0,7.0,7.0,7.67,good,ICLR_2017_130_paper.json,2.0,1.0,5.0,4.0,1.0,4.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,34.0,9.0,1.0,14.0,14.0,1.0,39.0,2.0,10.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,71.0,177.0,1.0,21.0,30.0,28.0,26.0,7.0,2.0,5592edb72f1b0dea936ff8baa5ce81fd136b6f59,21.0
ICLR_2017_152_content.json,2017,Energy-based Generative Adversarial Networks,22.0,14.0,11.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,8.0,7.0,7.0,7.33,good,ICLR_2017_152_paper.json,2.0,0.0,3.0,2.0,1.0,3.0,2.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,35.0,7.0,2.0,15.0,14.0,0.0,34.0,1.0,9.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,58.0,155.0,1.0,43.0,48.0,47.0,27.0,16.0,2.0,5717143b3a98ebcbf72e18fb49464d56b0f2ffca,43.0
ICLR_2017_169_content.json,2017,Support Regularized Sparse Coding and Its Fast Encoder,30.0,5.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,6.0,7.0,7.0,6.67,good,ICLR_2017_169_paper.json,0.0,0.0,6.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,30.0,4.0,2.0,20.0,35.0,3.0,42.0,2.0,8.0,0.0,13.0,0.0,0.0,6.0,1.0,8.0,0.0,0.0,0.0,105.0,249.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,d580cf2cf9493b67d08fa8b2300f3bbc9ed864b7,1.0
ICLR_2017_188_content.json,2017,An Actor-Critic Algorithm for Sequence Prediction,46.0,18.0,14.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,Accept (Poster),Accepted,4.0,8.0,8.0,6.67,good,ICLR_2017_188_paper.json,1.0,0.0,3.0,2.0,1.0,2.0,2.0,14.0,1.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,5.0,43.0,4.0,3.0,19.0,14.0,1.0,43.0,6.0,25.0,2.0,18.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,36.0,189.0,2.0,135.0,106.0,95.0,70.0,45.0,23.0,0d24a0695c9fc669e643bad51d4e14f056329dec,135.0
ICLR_2017_94_content.json,2017,Deep Probabilistic Programming,69.0,26.0,10.0,3.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,Accept (Poster),Accepted,5.0,8.0,7.0,6.67,good,ICLR_2017_94_paper.json,1.0,1.0,5.0,2.0,1.0,8.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,4.0,1.0,20.0,6.0,0.0,38.0,0.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,47.0,144.0,2.0,49.0,52.0,23.0,17.0,13.0,5.0,8e9532262bb862c62d2d011a93da014da2d97ee9,49.0
ICLR_2017_84_content.json,2017,DeepDSL: A Compilation-based Domain-Specific Language for Deep Learning,10.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,6.0,7.0,8.0,7.0,good,ICLR_2017_84_paper.json,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,30.0,26.0,0.0,15.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,44.0,136.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,8902ce81d33571d62445e6152aac1d03a426049a,2.0
ICLR_2017_172_content.json,2017,Discrete Variational Autoencoders,59.0,21.0,5.0,6.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Accept (Poster),Accepted,8.0,9.0,8.0,8.33,good,ICLR_2017_172_paper.json,0.0,0.0,9.0,6.0,2.0,3.0,0.0,12.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,45.0,8.0,0.0,45.0,18.0,0.0,86.0,3.0,12.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,171.0,357.0,4.0,27.0,38.0,31.0,25.0,39.0,25.0,711683de61ee8d2aa929ec4d5d97d616b8e281d3,27.0
ICLR_2017_34_content.json,2017,An Information-Theoretic Framework for Fast and Robust Unsupervised Learning via Neural Population Infomax,42.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,3.0,Accept (Poster),Accepted,8.0,5.0,7.0,6.67,good,ICLR_2017_34_paper.json,5.0,0.0,8.0,4.0,0.0,4.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,42.0,4.0,0.0,33.0,6.0,0.0,50.0,2.0,19.0,3.0,18.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,98.0,239.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,bb0fabcb449cead7abcca52ec1db541d8fb7a6fc,1.0
ICLR_2017_175_content.json,2017,Learning Invariant Representations Of Planar Curves ,28.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,Accept (Poster),Accepted,5.0,6.0,8.0,6.33,good,ICLR_2017_175_paper.json,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,11.0,9.0,0.0,24.0,0.0,8.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,104.0,6.0,0.0,2.0,1.0,2.0,1.0,1.0,bc828a99cd936bd4aea2071169504a971a3659da,0.0
ICLR_2017_191_content.json,2017,HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving,43.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Accept (Poster),Accepted,6.0,8.0,7.0,7.0,good,ICLR_2017_191_paper.json,1.0,0.0,8.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,2.0,0.0,26.0,3.0,1.0,14.0,2.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,18.0,81.0,6.0,13.0,19.0,15.0,12.0,5.0,1.0,f1318d15d7d8ab626b92d0c70dbdc5b5d37e223f,13.0
ICLR_2017_190_content.json,2017,Tighter bounds lead to improved classifiers,12.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,Accept (Poster),Accepted,6.0,8.0,4.0,6.0,good,ICLR_2017_190_paper.json,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,4.0,1.0,25.0,2.0,0.0,29.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,27.0,101.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0020a29cd42db351fbfb3c8bb0fd6fa597d67b76,2.0
ICLR_2017_64_content.json,2017,Training Compressed Fully-Connected Networks with a Density-Diversity Penalty,23.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,Accept (Poster),Accepted,9.0,6.0,6.0,7.0,good,ICLR_2017_64_paper.json,2.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,21.0,1.0,0.0,14.0,4.0,2.0,36.0,0.0,6.0,0.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,32.0,113.0,8.0,2.0,2.0,1.0,2.0,1.0,0.0,9f6422dbb45f1bb183da514517f224b7a6e79f87,2.0
ICLR_2017_171_content.json,2017,Towards Deep Interpretability (MUS-ROVER II): Learning Hierarchical Representations of Tonal Music,25.0,12.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,6.0,8.0,6.0,6.67,good,ICLR_2017_171_paper.json,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,4.0,1.0,28.0,13.0,3.0,47.0,0.0,8.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,2.0,3.0,77.0,196.0,9.0,3.0,2.0,0.0,1.0,2.0,0.0,0ff1dbf5c5851eed853b85c34c52331759613581,3.0
ICLR_2017_55_content.json,2017,Neuro-Symbolic Program Synthesis,29.0,10.0,4.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,5.0,7.0,8.0,6.67,good,ICLR_2017_55_paper.json,2.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,5.0,0.0,26.0,31.0,5.0,59.0,1.0,16.0,2.0,7.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,4.0,56.0,223.0,10.0,56.0,40.0,55.0,50.0,36.0,14.0,644ca74f80463415613847ab01cff067fb58f0ad,56.0
ICLR_2017_31_content.json,2017,Transfer of View-manifold Learning to Similarity Perception of Novel Objects,35.0,16.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Accept (Poster),Accepted,5.0,6.0,7.0,6.0,good,ICLR_2017_31_paper.json,0.0,0.0,3.0,1.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,20.0,3.0,3.0,20.0,11.0,2.0,42.0,2.0,12.0,2.0,9.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,2.0,30.0,155.0,10.0,2.0,5.0,2.0,0.0,0.0,0.0,01fce96b99aedfb5d041ef4411ad8e9699b2c4df,2.0
ICLR_2017_111_content.json,2017,Trusting SVM for Piecewise Linear CNNs,32.0,14.0,3.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Accept (Poster),Accepted,5.0,4.0,6.0,5.0,good,ICLR_2017_111_paper.json,0.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,36.0,1.0,3.0,25.0,18.0,0.0,75.0,2.0,16.0,6.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,92.0,261.0,11.0,4.0,1.0,3.0,1.0,0.0,0.0,773a86cc9443415e367794d8b14de2ab1ded87ca,4.0
ICLR_2017_42_content.json,2017,Program Synthesis for Character Level Language Modeling,33.0,14.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Accept (Poster),Accepted,5.0,8.0,8.0,7.0,good,ICLR_2017_42_paper.json,0.0,0.0,6.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,5.0,0.0,19.0,15.0,2.0,34.0,4.0,17.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,26.0,143.0,11.0,2.0,0.0,4.0,1.0,4.0,0.0,de7e3537d974c2ca28e3ca130d531e5eb23eb79f,2.0
ICLR_2017_43_content.json,2017,Episodic Exploration for Deep Deterministic Policies for StarCraft Micromanagement,50.0,12.0,9.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,Accept (Poster),Accepted,7.0,7.0,8.0,7.33,good,ICLR_2017_43_paper.json,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,35.0,5.0,0.0,37.0,15.0,1.0,54.0,5.0,22.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,58.0,220.0,12.0,3.0,2.0,4.0,1.0,1.0,0.0,454d0168492917fdb87f2ed034686c8edd4cbe90,3.0
